"Codice";"Formula";"Formula"
"00953UNES0001";"25";"25"
"00953VEAS0001";"22";"22"
"50008ADVA0678";"3,11";"3,11"
"50017DARD0109";"3,11";"3,11"
"50652THIB0002";"4,12";"4,12"
"00001CZPE0001";"4,8";"4,8"
"00001CZPE0002";"4,8";"4,8"
"00001CZPE0003";"4,8";"4,8"
"00001CZPE0005";"4,8";"4,8"
"00001DQUE0072";"3,9";"3,9"
"00001DQUE0075";"3,9";"3,9"
"00001DQUE0076";"3,9";"3,9"
"00001DQUE0105";"4,2";"4,2"
"00001DQUE0106";"3,3";"3,3"
"00001DQUE0109";"3,3";"3,3"
"00001FAN_0105";"3,9";"3,9"
"00001KAEX0018";"3,9";"3,9"
"00001KEIJ0025";"3,9";"3,9"
"00001KEIJ0026";"3,9";"3,9"
"00001KEIJ0027";"3,9";"3,9"
"00001KEIJ0028";"3,9";"3,9"
"00001KEIJ0029";"3,9";"3,9"
"00001KEIJ0031";"3,9";"3,9"
"00001KEIJ0032";"3,9";"3,9"
"00001KEIJ0055";"3,9";"3,9"
"00001KEIJ0056";"3,9";"3,9"
"00001KEIJ0057";"3,9";"3,9"
"00001KEIJ0058";"3,9";"3,9"
"00001KEIJ0059";"3,9";"3,9"
"00001KEIJ0060";"3,9";"3,9"
"00001KEIJ0061";"3,9";"3,9"
"00001KEIJ0062";"3,9";"3,9"
"00001KEIJ0063";"3,9";"3,9"
"00001KEIJ0064";"3,9";"3,9"
"00001MITI0152";"3,9";"3,9"
"00001NEVL0032";"2,1";"2,1"
"00001NEVL0143";"2,1";"2,1"
"00001NEVL0146";"2,1";"2,1"
"00001NEVL0147";"2,1";"2,1"
"00001NEVL0148";"2,1";"2,1"
"00001NEVL0149";"2,1";"2,1"
"00001NEVL0150";"2,1";"2,1"
"00001NEVL0152";"2,1";"2,1"
"00001NEVL0153";"2,1";"2,1"
"00001NEVL0154";"3,9";"3,9"
"00001NEVL0159";"3,9";"3,9"
"00001NEVL0160";"3,9";"3,9"
"00001NEVL0198";"3,9";"3,9"
"00001NEVL0204";"3,9";"3,9"
"00001NEVL0208";"3,9";"3,9"
"00001POBR0097";"3,9";"3,9"
"00001SHOT0031";"2,6";"2,6"
"00001SHOT0032";"2,6";"2,6"
"00001SHOT0033";"2,6";"2,6"
"00001TECH0130";"3,5";"3,5"
"00001TECH0131";"3,5";"3,5"
"00001TECH0132";"3,9";"3,9"
"00001TECH0133";"3,5";"3,5"
"00001TECH0134";"3,5";"3,5"
"00001TECH0171";"3,5";"3,5"
"00001TURN0098";"3,5";"3,5"
"00001UP__0051";"4,2";"4,2"
"00001VGAR0017";"2,6";"2,6"
"00001VGAR0022";"2,6";"2,6"
"00001VGAR0033";"2,6";"2,6"
"00001VGAR0048";"2,6";"2,6"
"00001VGAR0051";"2,6";"2,6"
"00001YOUN0147";"3,3";"3,3"
"00001YOUN0168";"3,9";"3,9"
"00001YOUN0170";"3,9";"3,9"
"00001YOUN0171";"3,9";"3,9"
"00002BLEA0005";"4,5";"4,5"
"00002BLEA0006";"4,5";"4,5"
"00002BLEA0007";"4,5";"4,5"
"00002BLEA0008";"4,5";"4,5"
"00002BLEA0009";"4,5";"4,5"
"00002BLEA0023";"3,9";"3,9"
"00002BLEA0024";"3,9";"3,9"
"00002BLEA0025";"3,9";"3,9"
"00002CZEG0024";"2,2";"2,2"
"00002FR100001";"3,5";"3,5"
"00002FR100002";"3,5";"3,5"
"00002FR100003";"3,5";"3,5"
"00002FR100004";"3,5";"3,5"
"00002FR100007";"3,5";"3,5"
"00002FR100008";"3,5";"3,5"
"00002FR100009";"3,5";"3,5"
"00002FR100010";"3,5";"3,5"
"00002FR100011";"3,5";"3,5"
"00002FR100012";"3,5";"3,5"
"00002FR100013";"3,5";"3,5"
"00002FR100014";"3,5";"3,5"
"00002FR100015";"3,5";"3,5"
"00002FR100016";"3,5";"3,5"
"00002FR100017";"3,5";"3,5"
"00002FR100018";"3,5";"3,5"
"00002GEAL0002";"4,3";"4,3"
"00002ICZL0004";"2,2";"2,2"
"00002KIGO0005";"2";"2"
"00002KIGO0007";"2";"2"
"00002MALO0081";"4,3";"4,3"
"00002MGNO0024";"4";"4"
"00002MPDP0009";"4";"4"
"00002NACO0013";"4,9";"4,9"
"00002PCME0001";"3";"3"
"00002PCME0002";"3";"3"
"00002VAKN0001";"5,5";"5,5"
"00043ZAGO0568";"2,7";"2,7"
"00228BATM0006";"3";"3"
"00228BATM0013";"3";"3"
"00560YASC0005";"5,9";"5,9"
"00560ZOLO0006";"5,9";"5,9"
"00869RDMA0002";"9,2";"9,2"
"00977UBBL0000";"5,9";"5,9"
"00977YSQU0001";"5,9";"5,9"
"00001ACTI0178";"4,2";"4,2"
"00001CZPE0008";"4,8";"4,8"
"00001FAN_0110";"3,9";"3,9"
"00001KAEX0122";"4,2";"4,2"
"00001KEIJ0107";"3,5";"3,5"
"00001POBR0105";"3,9";"3,9"
"00002ROTW0005";"5,9";"5,9"
"00228TUHR0003";"5,5";"5,5"
"00001AMIC0024";"3,1";"3,1"
"00001FAN_0108";"3,9";"3,9"
"00002BLDR0001";"3,9";"3,9"
"00002CZEG0011";"2";"2"
"00002CZEG0015";"2";"2"
"00002CZEG0017";"2";"2"
"00002FACU0003";"5,5";"5,5"
"00002FAN40286";"3,3";"3,3"
"00002FULL0002";"4,3";"4,3"
"00002FULL0004";"4,3";"4,3"
"00002FULL0005";"4,3";"4,3"
"00002FUMP0003";"4";"4"
"00002FUMP0007";"4";"4"
"00002FUMP0008";"4";"4"
"00002GALI0005";"4,3";"4,3"
"00002ICZL0003";"2,2";"2,2"
"00002ICZL0006";"2,2";"2,2"
"00002IMPA0003";"4,3";"4,3"
"00002LIPA0003";"4";"4"
"00002MEVE0067";"4,3";"4,3"
"00002MGNA0005";"4,5";"4,5"
"00002MPDP0006";"4";"4"
"00002NACO0005";"4,9";"4,9"
"00002SDDE0006";"7,5";"7,5"
"00002URAG0490";"3";"3"
"00028DAGR0074";"2,7";"2,7"
"00043TEX_0574";"2,7";"2,7"
"00076FRBA0016";"4,4";"4,4"
"00076FRBA0023";"5,9";"5,9"
"00076HANA0003";"4,5";"4,5"
"00076HANA0004";"4,5";"4,5"
"00076HANA0006";"4,5";"4,5"
"00076HANA0009";"4,5";"4,5"
"00076HOBI0004";"6,5";"6,5"
"00076IGDB0002";"4,08";"4,08"
"00120MAEN0001";"14";"14"
"00120TCCC0001";"15";"15"
"00120TCMA0001";"15";"15"
"00127FAVF0003";"16,5";"16,5"
"00228JSA_0005";"2,95";"2,95"
"00228LLDB0012";"4,95";"4,95"
"00228LOBO0009";"8,95";"8,95"
"00228LVFR0016";"2,95";"2,95"
"00228NNID0009";"5,5";"5,5"
"00228PREA0010";"4,95";"4,95"
"00228PUFF0020";"5,95";"5,95"
"00228SAND0010";"4,95";"4,95"
"00228SMAN0015";"2,95";"2,95"
"00563TREN0009";"25,74";"25,74"
"00842MEGA0134";"1,2";"1,2"
"00872MICR0003";"7";"7"
"00977HOCO0003";"7,5";"7,5"
"00990IBDM0001";"9";"9"
"01031RDMR0003";"4,9";"4,9"
"50015WBTP0001";"5,2";"5,2"
"00001AMIC0001";"3,1";"3,1"
"00001CLDF0009";"6";"6"
"00001DBPE0032";"4";"4"
"00001EXPR0117";"4,2";"4,2"
"00001NEVL0209";"3,5";"3,5"
"00001POBR0102";"4,2";"4,2"
"00001TECH0172";"3,9";"3,9"
"00001UP__0055";"4,2";"4,2"
"00001VGAR0103";"3,9";"3,9"
"00002MAMI0061";"4,3";"4,3"
"00002NARU0036";"3,9";"3,9"
"00002SPIC0031";"3,3";"3,3"
"00002TCPR0003";"4";"4"
"00002WORS0015";"5,5";"5,5"
"00013DIMA0007";"3,9";"3,9"
"00043DANS0101";"2,7";"2,7"
"00977AKUM0010";"5,5";"5,5"
"00977PERE0005";"5,9";"5,9"
"00977WIHU0004";"5,5";"5,5"
"01056ISTO0001";"6,9";"6,9"
"01105FAPU0009";"12,4";"12,4"
"00001JOST0046";"2,7";"2,7"
"00001NEMR0010";"2,7";"2,7"
"00001SHOT0111";"3,5";"3,5"
"00001SLIG0191";"4,8";"4,8"
"00002BECO0032";"4,3";"4,3"
"00002BLEA0028";"3,9";"3,9"
"00002CULT0054";"3";"3"
"00002GRPL0001";"13";"13"
"00002HAGA0013";"10";"10"
"00002IMPV0005";"3,3";"3,3"
"00002MMIN0092";"3";"3"
"00002MMIX0071";"3,8";"3,8"
"00002NARU0038";"3,9";"3,9"
"00002PANE0001";"10";"10"
"00002SIN_0003";"5,9";"5,9"
"00002TURA0029";"3,3";"3,3"
"00002URAG0491";"3";"3"
"00002XMEN0218";"3,3";"3,3"
"00002YUNS0035";"4";"4"
"00076BGTO0003";"6,9";"6,9"
"50022PRE80008";"4,69";"4,69"
"50040DGMF0001";"60,99";"60,99"
"00001NEVL0086";"2,1";"2,1"
"00001NEVL0089";"2,1";"2,1"
"00001VGAR0102";"3,9";"3,9"
"00002ANCO0003";"5,3";"5,3"
"00002EY210002";"3,9";"3,9"
"00002FAN40287";"3,3";"3,3"
"00002LEBE0002";"3,9";"3,9"
"00002MGFL0006";"5,9";"5,9"
"00002MGFM0006";"4,5";"4,5"
"00002MTOP0088";"4,3";"4,3"
"00002NARU0035";"3,9";"3,9"
"00002REAL0007";"5,5";"5,5"
"00002SPIC0034";"3,3";"3,3"
"00002ULFF0025";"2,8";"2,8"
"00002ULSP0059";"2,8";"2,8"
"00002WICC0004";"13";"13"
"00002XMUN0161";"4";"4"
"00034WGDA0001";"8,8";"8,8"
"00034WGDA0003";"8,8";"8,8"
"00035ADAN0204";"1";"1"
"00076SARE0006";"6,9";"6,9"
"00076SLEL0013";"4,4";"4,4"
"00228BATM0005";"3";"3"
"00508MACA0001";"4,5";"4,5"
"00508NOCR0001";"4,5";"4,5"
"00560SPHA0001";"5,9";"5,9"
"00560SPHA0002";"5,9";"5,9"
"00977DEKI0019";"5,5";"5,5"
"00977IFDM0005";"6";"6"
"00977JTLQ0007";"6,2";"6,2"
"00977JTLQ0008";"6,2";"6,2"
"00977TRMA0008";"5,9";"5,9"
"01035RECA0003";"5,9";"5,9"
"00001AMIC0130";"3,9";"3,9"
"00001KMPR0020";"4,5";"4,5"
"00001SKAP0164";"7";"7"
"00001TURN0099";"3,9";"3,9"
"00043BREN0062";"3";"3"
"00043MART0298";"4,7";"4,7"
"00043NATA0207";"2,7";"2,7"
"00120SPAR0001";"10";"10"
"00228GINT0002";"5,5";"5,5"
"00228HELB0010";"4,95";"4,95"
"00228KARI0005";"5,5";"5,5"
"00228LMEN0007";"5,95";"5,95"
"00228PUFF0021";"5,95";"5,95"
"00228UDFL0002";"24";"24"
"00567TWAD0004";"11,5";"11,5"
"00977CAHE0001";"5,9";"5,9"
"00977TRMA0004";"5,9";"5,9"
"00001DBRI0018";"2,6";"2,6"
"00001DBRI0035";"2,6";"2,6"
"00001DBRI0036";"2,6";"2,6"
"00001DBRI0037";"2,6";"2,6"
"00001DBRI0038";"2,6";"2,6"
"00001DBRI0039";"2,6";"2,6"
"00001DBRI0040";"2,6";"2,6"
"00001DBRI0041";"3,5";"3,5"
"00001DBRI0042";"3,5";"3,5"
"00001FAN_0090";"4,2";"4,2"
"00001NEVL0203";"3,9";"3,9"
"00001NEVL0205";"3,5";"3,5"
"00001NEVL0207";"3,5";"3,5"
"00001VGAR0008";"2,6";"2,6"
"00002ANHE0048";"2,2";"2,2"
"00002BCSN0016";"5";"5"
"00002COUS0028";"3";"3"
"00002EVIB0001";"21";"21"
"00002GEAL0005";"4,3";"4,3"
"00002HUXH0004";"5,5";"5,5"
"00002IPCO0003";"5,9";"5,9"
"00002KAYP0014";"5,5";"5,5"
"00002MALO0092";"4,3";"4,3"
"00002MASU0045";"3,9";"3,9"
"00002MEVE0069";"4,3";"4,3"
"00002MGNA0006";"4,5";"4,5"
"00002MGNL0006";"5,9";"5,9"
"00002MSNS0031";"4,9";"4,9"
"00002NGEI0001";"25";"25"
"00002PKDE0004";"6,9";"6,9"
"00002REEY0011";"5,9";"5,9"
"00002SPGO0001";"5,5";"5,5"
"00002TURA0019";"4,5";"4,5"
"00002ULUD0001";"13";"13"
"00002URAG0492";"3";"3"
"00002WOLV0224";"3,3";"3,3"
"00076FRBA0020";"5,9";"5,9"
"00076SAIY0006";"4,9";"4,9"
"00076SAIY0008";"4,9";"4,9"
"00076SHJG0002";"6,9";"6,9"
"00814MUCT0001";"20,62";"20,62"
"00814MUDF0001";"2,9";"2,9"
"00814MU450001";"10,7";"10,7"
"00977CAHE0002";"5,9";"5,9"
"00001CORN0003";"2,7";"2,7"
"00001DECO0044";"3,9";"3,9"
"00001DQUE0121";"4,2";"4,2"
"00001DQUE0123";"4,2";"4,2"
"00001NEVL0210";"3,9";"3,9"
"00001SLIG0166";"3,9";"3,9"
"00001SLIG0167";"3,9";"3,9"
"00001YOUN0086";"3,9";"3,9"
"00001YOUN0087";"3,9";"3,9"
"00001YOUN0088";"3,9";"3,9"
"00001YOUN0089";"3,9";"3,9"
"00001YOUN0090";"3,9";"3,9"
"00001YOUN0091";"3,9";"3,9"
"00001YOUN0092";"3,9";"3,9"
"00001YOUN0093";"3,9";"3,9"
"00001YOUN0094";"3,9";"3,9"
"00001YOUN0095";"3,9";"3,9"
"00001YOUN0096";"3,9";"3,9"
"00001YOUN0097";"3,9";"3,9"
"00001YOUN0098";"3,9";"3,9"
"00001YOUN0099";"3,9";"3,9"
"00001YOUN0100";"3,9";"3,9"
"00001YOUN0101";"3,9";"3,9"
"00001YOUN0102";"3,9";"3,9"
"00001YOUN0103";"3,9";"3,9"
"00001YOUN0104";"3,9";"3,9"
"00001YOUN0105";"3,9";"3,9"
"00001YOUN0106";"3,9";"3,9"
"00001YOUN0107";"3,9";"3,9"
"00001YOUN0108";"3,9";"3,9"
"00001YOUN0111";"3,9";"3,9"
"00001YOUN0112";"3,9";"3,9"
"00001YOUN0115";"3,9";"3,9"
"00001YOUN0117";"3,9";"3,9"
"00001YOUN0119";"3,9";"3,9"
"00001YOUN0121";"3,9";"3,9"
"00001YOUN0123";"3,9";"3,9"
"00001YOUN0125";"3,9";"3,9"
"00001YOUN0127";"3,9";"3,9"
"00001YOUN0129";"3,9";"3,9"
"00001YOUN0131";"3,9";"3,9"
"00001YOUN0133";"3,9";"3,9"
"00001YOUN0135";"3,9";"3,9"
"00001YOUN0137";"3,9";"3,9"
"00001YOUN0139";"3,9";"3,9"
"00001YOUN0141";"3,9";"3,9"
"00001YOUN0143";"3,9";"3,9"
"00001YOUN0145";"3,9";"3,9"
"00001YOUN0149";"3,9";"3,9"
"00001YOUN0151";"3,9";"3,9"
"00001YOUN0154";"3,9";"3,9"
"00001YOUN0156";"3,9";"3,9"
"00001YOUN0158";"3,9";"3,9"
"00001YOUN0163";"3,9";"3,9"
"00001YOUN0165";"3,9";"3,9"
"00001YOUN0169";"3,9";"3,9"
"00001YOUN0172";"3,9";"3,9"
"00002BERS0064";"2,2";"2,2"
"00002CULT0034";"2,8";"2,8"
"00002CULT0051";"3";"3"
"00002DENO0006";"4,5";"4,5"
"00002DENO0007";"3,9";"3,9"
"00002DENO0008";"3,9";"3,9"
"00002IMPV0002";"3,3";"3,3"
"00002IPPL0003";"6,9";"6,9"
"00002MERU0004";"5,5";"5,5"
"00002MMIN0089";"3";"3"
"00002MSNS0009";"3,5";"3,5"
"00002MSNS0010";"3,5";"3,5"
"00002MSNS0016";"3,5";"3,5"
"00002PCME0003";"3";"3"
"00002ULSP0057";"2,8";"2,8"
"00002XMEN0215";"3,3";"3,3"
"00013WDMS0002";"2";"2"
"00028DA140008";"2,7";"2,7"
"00028ECOM0239";"10";"10"
"00028JODO0063";"2,7";"2,7"
"00052ASLO0001";"9,5";"9,5"
"00052GAEN0001";"12,5";"12,5"
"00120EDMG0001";"13,5";"13,5"
"00120EQDP0004";"9,5";"9,5"
"00228ABBA0001";"25";"25"
"00228BAAR0010";"13";"13"
"00228BAUA0001";"15,95";"15,95"
"00228BCOC0001";"22";"22"
"00228BCOS0002";"9,8";"9,8"
"00228BLCA0001";"8,95";"8,95"
"00228CDBB0005";"14,95";"14,95"
"00228JOFF0002";"12,95";"12,95"
"00228NOES0002";"9,95";"9,95"
"00228RCOS0001";"20";"20"
"00228SAND0009";"5";"5"
"00228STKR0001";"10,95";"10,95"
"00228TUHR0007";"5,5";"5,5"
"00228WWAA0004";"8,95";"8,95"
"0022852__0001";"1,75";"1,75"
"0022852__0002";"1,75";"1,75"
"0022852__0003";"1,75";"1,75"
"0022852__0004";"1,75";"1,75"
"0022852__0006";"1,75";"1,75"
"0022852__0008";"1,75";"1,75"
"0022852__0013";"1,75";"1,75"
"0022852__0014";"1,75";"1,75"
"0022852__0020";"1,75";"1,75"
"0022852__0048";"1,75";"1,75"
"0022852__0050";"1,75";"1,75"
"0022852__0051";"1,75";"1,75"
"0022852__0052";"2,95";"2,95"
"00609GGSP0001";"12,79";"12,79"
"00853DAST0002";"33,05";"33,05"
"50017AMAS0127";"3,11";"3,11"
"00001ACTI0071";"2,1";"2,1"
"00001ACTI0072";"2,1";"2,1"
"00001ACTI0073";"2,1";"2,1"
"00001ACTI0074";"2,1";"2,1"
"00001ACTI0075";"2,1";"2,1"
"00001ACTI0076";"2,1";"2,1"
"00001ACTI0077";"2,1";"2,1"
"00001ACTI0078";"2,1";"2,1"
"00001ACTI0079";"2,1";"2,1"
"00001ACTI0080";"2,1";"2,1"
"00001ACTI0175";"3,9";"3,9"
"00001CZPE0007";"4,8";"4,8"
"00001DECO0002";"3,9";"3,9"
"00001KAEX0016";"3,9";"3,9"
"00001KAEX0032";"3,9";"3,9"
"00001KAEX0033";"3,9";"3,9"
"00001NEMR0009";"2,7";"2,7"
"00001POBR0104";"3,9";"3,9"
"00001SKAP0130";"9,5";"9,5"
"00002BECO0001";"4";"4"
"00002CAPM0071";"4,3";"4,3"
"00002DEHU0141";"3,3";"3,3"
"00002DNGD0005";"5,9";"5,9"
"00002DNGO0005";"4,5";"4,5"
"00002EUST0001";"0";"0"
"00002FULL0003";"4,3";"4,3"
"00002FUYS0008";"4,3";"4,3"
"00002ICZL0007";"2,2";"2,2"
"00002MASU0034";"3,9";"3,9"
"00002MA200070";"4";"4"
"00002MGFL0005";"5,9";"5,9"
"00002NAMI0031";"3,9";"3,9"
"00002PUMM0010";"14";"14"
"00002RSVU0001";"4,3";"4,3"
"00002RUNA0006";"14";"14"
"00002SPIC0011";"3";"3"
"00002SPIC0022";"3";"3"
"00002SPIC0024";"3";"3"
"00002SPIC0025";"3,3";"3,3"
"00002SPIC0026";"3,3";"3,3"
"00002SPIC0027";"3,3";"3,3"
"00002SPIC0029";"3,3";"3,3"
"00002THOR0114";"3,3";"3,3"
"00043DYLA0264";"2,7";"2,7"
"00076BGTO0004";"6,9";"6,9"
"00162MNIN0001";"16";"16"
"00560BOGI0008";"5,9";"5,9"
"00560CAOC0003";"5,9";"5,9"
"00560CRGA0002";"5,9";"5,9"
"00560LINE0002";"5,9";"5,9"
"00560REBI0022";"5,5";"5,5"
"00560ROMA0001";"5,9";"5,9"
"00560ROMA0002";"5,9";"5,9"
"00560ROMA0003";"5,9";"5,9"
"00560ROMA0004";"5,9";"5,9"
"00560ROMA0005";"5,9";"5,9"
"00560ROMA0006";"5,9";"5,9"
"00560ROMA0007";"5,9";"5,9"
"00977666S0003";"4,4";"4,4"
"50022PRE80009";"4,69";"4,69"
"00002BLEA0021";"3,9";"3,9"
"00002CAPM0058";"4,3";"4,3"
"00002CAPM0059";"4,3";"4,3"
"00002DNAR0014";"12,32";"12,32"
"00002DNGD0002";"5,9";"5,9"
"00002DNGD0003";"5,9";"5,9"
"00002DNGD0004";"5,9";"5,9"
"00002DNGO0002";"4,5";"4,5"
"00002DNGO0003";"4,5";"4,5"
"00002NAMI0004";"4,5";"4,5"
"00002NAMI0005";"4,5";"4,5"
"00002NAMI0013";"3,9";"3,9"
"00002PUMM0006";"13";"13"
"00002VAKN0005";"5,5";"5,5"
"00002YUNS0026";"4";"4"
"00002YUNS0028";"4";"4"
"00008DLOS0004";"24,78";"24,78"
"00028DAGR0075";"2,7";"2,7"
"00028EUTU0096";"9";"9"
"00043JULI0120";"3,2";"3,2"
"00043ZAGO0569";"2,7";"2,7"
"00127MAXF0001";"16,53";"16,53"
"00228BCOS0003";"9,8";"9,8"
"004645ARM0001";"17";"17"
"00783FAIP0003";"5,5";"5,5"
"00783ILPR0005";"5,5";"5,5"
"00977HELL0007";"5,9";"5,9"
"50014FANG0276";"9,36";"9,36"
"50036CGSE0001";"29,64";"29,64"
"50036NEW80007";"14,17";"14,17"
"50040DTMF0001";"24,71";"24,71"
"00001ACTI0100";"2,1";"2,1"
"00001ACTI0101";"2,1";"2,1"
"00001ACTI0179";"4,2";"4,2"
"00001CLDF0008";"6";"6"
"00001CZPE0009";"4,8";"4,8"
"00001DECO0021";"3,9";"3,9"
"00001DECO0023";"3,9";"3,9"
"00001DECO0025";"3,9";"3,9"
"00001FAN_0111";"3,9";"3,9"
"00001KAEX0123";"4,2";"4,2"
"00001KEIJ0108";"3,9";"3,9"
"00001POBR0106";"3,9";"3,9"
"00002BECO0027";"4";"4"
"00002DNGD0001";"5,9";"5,9"
"00002DNGO0001";"4,5";"4,5"
"00002DNGO0004";"4,5";"4,5"
"00002HUXH0003";"5,5";"5,5"
"00002KAYP0013";"5,5";"5,5"
"00043DANS0102";"2,7";"2,7"
"00120RORA0002";"9,3";"9,3"
"00560CRGA0003";"5,9";"5,9"
"00977IFDM0002";"5,9";"5,9"
"00977IFDM0004";"5,9";"5,9"
"50008ADVA0679";"3,11";"3,11"
"50793DRCR0007";"3,38";"3,38"
"00001EXPR0118";"4,2";"4,2"
"00001JOST0047";"2,7";"2,7"
"00001MITI0154";"3,9";"3,9"
"00001MITI0155";"3,9";"3,9"
"00001NEMR0011";"2,7";"2,7"
"00001SHOT0112";"3,9";"3,9"
"00001SLIG0192";"4,8";"4,8"
"00001TECH0135";"3,5";"3,5"
"00001VGAR0002";"2,6";"2,6"
"00001VGAR0003";"2,6";"2,6"
"00001VGAR0004";"2,6";"2,6"
"00001VGAR0005";"2,6";"2,6"
"00001VGAR0006";"2,6";"2,6"
"00001VGAR0007";"2,6";"2,6"
"00001VGAR0009";"2,6";"2,6"
"00001VGAR0010";"2,6";"2,6"
"00001VGAR0011";"2,6";"2,6"
"00001VGAR0012";"2,6";"2,6"
"00001VGAR0013";"2,6";"2,6"
"00001VGAR0014";"2,6";"2,6"
"00001VGAR0015";"2,6";"2,6"
"00002BCSN0010";"5";"5"
"00002BCSN0012";"5";"5"
"00002CZEG0013";"2";"2"
"00002MAMI0052";"4,3";"4,3"
"00002MGNO0011";"5,5";"5,5"
"00026FDCH0162";"4,5";"4,5"
"00028GAVV0063";"5";"5"
"00033FRIG0001";"29,5";"29,5"
"00043TEX_0575";"2,7";"2,7"
"00076BECK0021";"6,5";"6,5"
"00076HANA0021";"4,5";"4,5"
"00228BPCW0015";"3,95";"3,95"
"00228NIGC0008";"11,95";"11,95"
"00228PUFF0022";"5,95";"5,95"
"00228SAND0011";"4,95";"4,95"
"00560BOGI0007";"5,9";"5,9"
"00842MEGA0135";"1,2";"1,2"
"00869GUNG0001";"9,5";"9,5"
"00869GUNG0003";"7,1";"7,1"
"00869KIGU0001";"8,5";"8,5"
"00869RDMA0001";"9,2";"9,2"
"01105CMF90001";"7,44";"7,44"
"01105FAPU0001";"7,44";"7,44"
"01105FAPU0003";"7,44";"7,44"
"01105FAPU0010";"7,44";"7,44"
"01105FAPU0011";"12,69";"12,69"
"50015TRHU0003";"3,65";"3,65"
"00001KAEX0108";"4,2";"4,2"
"00002ASGD0005";"5,9";"5,9"
"00002ASGO0005";"4,5";"4,5"
"00002BLEA0029";"3,9";"3,9"
"00002CZEG0001";"2";"2"
"00002DSCH0006";"20,58";"20,58"
"00002HING0019";"5,5";"5,5"
"00002IMPV0006";"3,3";"3,3"
"00002KEKK0009";"5,5";"5,5"
"00002KIGO0036";"2,2";"2,2"
"00002NACO0015";"4,9";"4,9"
"00002RCOL0068";"2,5";"2,5"
"00002SPAW0104";"3,3";"3,3"
"00002TBCC0001";"13";"13"
"00002ULTI0036";"2,8";"2,8"
"00002ULXM0047";"2,8";"2,8"
"00002URAG0493";"3";"3"
"00002XMEN0219";"3,3";"3,3"
"00228BASF0001";"5,95";"5,95"
"00869DYHE0002";"8,9";"8,9"
"00869DYHI0002";"8,9";"8,9"
"00977HELL0008";"5,9";"5,9"
"00977JAVO0002";"5,9";"5,9"
"00977TQOS0003";"6";"6"
"00977TRMA0007";"5,9";"5,9"
"00977TRMA0009";"5,9";"5,9"
"50008ACTI0868";"3,11";"3,11"
"50008ANBG0011";"3,11";"3,11"
"50017DARD0110";"3,11";"3,11"
"50017GENX0004";"4,16";"4,16"
"50523RSSL0003";"4,69";"4,69"
"00002DBAC0001";"32,98";"32,98"
"00002DFAS0002";"41,24";"41,24"
"00216MVGO0001";"40";"40"
"00228CJSA0009";"11,95";"11,95"
"00228GINT0003";"5,5";"5,5"
"00228KARI0006";"5,5";"5,5"
"00228LLDB0013";"5,95";"5,95"
"00228LMEN0008";"5,95";"5,95"
"00228MIEN0001";"13,95";"13,95"
"00228NNID0010";"5,5";"5,5"
"00228PREA0011";"4,95";"4,95"
"00001ACTI0102";"2,1";"2,1"
"00001ACTI0103";"2,1";"2,1"
"00002BLDR0002";"3,9";"3,9"
"00002BLEA0002";"4,5";"4,5"
"00002BLEA0003";"4,5";"4,5"
"00002BLEA0011";"4,5";"4,5"
"00002BLEA0012";"3,5";"3,5"
"00002BLEA0013";"4,5";"4,5"
"00002BLEA0014";"3,5";"3,5"
"00002BLEA0015";"3,9";"3,9"
"00002BLEA0016";"3,9";"3,9"
"00002BLEA0017";"3,9";"3,9"
"00002BLEA0018";"3,9";"3,9"
"00002BLEA0019";"2,5";"2,5"
"00002BR100001";"5,9";"5,9"
"00002COCW0001";"79";"79"
"00002CZEG0022";"2,2";"2,2"
"00002DBL20002";"20,58";"20,58"
"00002DENO0012";"3,9";"3,9"
"00002DERP0005";"20,58";"20,58"
"00002EUR70001";"4,9";"4,9"
"00002EY210003";"3,9";"3,9"
"00002FAN40288";"3,3";"3,3"
"00002IPCO0004";"5,9";"5,9"
"00002MASU0046";"3,9";"3,9"
"00002MGFL0007";"5,9";"5,9"
"00002MGFM0007";"4,5";"4,5"
"00002MGNO0052";"4,9";"4,9"
"00002MOCW0001";"29";"29"
"00002MTOP0089";"4,3";"4,3"
"00002NACO0010";"4,9";"4,9"
"00002RAPP0002";"4,3";"4,3"
"00002TOMA0003";"9";"9"
"00002TRRI0001";"8";"8"
"00002VAGA0041";"4";"4"
"00002VEIL0011";"5,5";"5,5"
"00002XMUN0162";"3,8";"3,8"
"00008DEDB0003";"21,9";"21,9"
"00639DTCP0000";"23,8";"23,8"
"00977PLTE0001";"6,2";"6,2"
"01048MAKA0001";"7,5";"7,5"
"00001CLDF0010";"6";"6"
"00001DBPE0033";"4";"4"
"00001TECH0173";"3,5";"3,5"
"00001UP__0056";"4,2";"4,2"
"00001VGAR0104";"3,9";"3,9"
"00002COE70000";"8,9";"8,9"
"00035ADAN0205";"1";"1"
"00052SHRT0001";"9,5";"9,5"
"00052WETW0002";"14";"14"
"00228BAA10001";"16,95";"16,95"
"00228BUAD0001";"12,95";"12,95"
"00228DPOU0001";"2,95";"2,95"
"00228JLA20007";"4";"4"
"00228KARI0004";"5,5";"5,5"
"00228PUFF0023";"5,95";"5,95"
"00228SETT0001";"8,95";"8,95"
"00228SMAN0016";"3,95";"3,95"
"00228SSDV0000";"2,95";"2,95"
"00228STCT0001";"16,95";"16,95"
"00228TUHR0005";"5,5";"5,5"
